id	route	name	reference	status	level	funding	duration	core_options	eqa	link	last_updated
485	Care services	Lead adult care worker	ST0006	Approved for delivery	3	3000	18	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/lead-adult-care-worker-v1-1	05/02/2018
486	Engineering and manufacturing	Aircraft maintenance certifying engineer	ST0019	Approved for delivery	4	24000	48	1	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/aircraft-maintenance-certifying-engineer-v1-0	01/07/2016
487	Transport and logistics	Supply chain operator	ST0258	Approved for delivery	2	3000	12	1	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/supply-chain-operator-v1-0	24/06/2016
488	Transport and logistics	Large goods vehicle (LGV) driver	ST0257	Approved for delivery	2	5000	12	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/large-goods-vehicle-(lgv)-driver-v1-1	30/05/2017
489	Transport and logistics	Supply chain warehouse operative	ST0259	Approved for delivery	2	3000	12	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/supply-chain-warehouse-operative-v1-0	24/06/2016
490	Creative and design	Broadcast production assistant	ST0341	Approved for delivery	3	9000	12	1	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/broadcast-production-assistant-v1-0	24/06/2016
491	Engineering and manufacturing	Embedded electronic systems design and development engineer (degree)	ST0151	Approved for delivery	6	27000	36	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/embedded-electronic-systems-design-and-development-engineer-(degree)-v1-0	10/06/2016
492	Protective services	HM forces serviceperson (public services)	ST0222	Approved for delivery	2	2500	12	0	Tri-Service (Infantryman) EQAP	https://www.instituteforapprenticeships.org/apprenticeship-standards/hm-forces-serviceperson-(public-services)-v1-0	10/06/2016
493	Engineering and manufacturing	Survival equipment fitter	ST0015	Approved for delivery	3	27000	36	1	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/survival-equipment-fitter-v1-0	07/06/2016
494	Engineering and manufacturing	Papermaker	ST0296	Approved for delivery	3	6000	36	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/papermaker-v1-1	11/07/2019
495	Business and administration	Team leader and supervisor	ST0384	Approved for delivery	3	4500	12	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/team-leader-and-supervisor-v1-2	25/06/2020
496	Business and administration	Operations and departmental manager	ST0385	Approved for delivery	5	7000	30	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/operations-and-departmental-manager-v1-1	04/03/2019
497	Health and science	Healthcare assistant practitioner	ST0215	Approved for delivery	5	12000	18	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/healthcare-assistant-practitioner-v1-0	19/05/2016
498	Health and science	Healthcare support worker	ST0216	Approved for delivery	2	3000	12	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/healthcare-support-worker-v1-0	19/05/2016
499	Sales, marketing and procurement	Retailer	ST0327	Approved for delivery	2	4000	12	0	People 1st International	https://www.instituteforapprenticeships.org/apprenticeship-standards/retailer-v1-1	04/03/2019
500	Transport and logistics	Transport planning technician	ST0336	Approved for delivery	3	13000	30	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/transport-planning-technician-v1-1	24/08/2020
501	Digital	Cyber security technologist	ST0124	Approved for delivery	4	18000	24	1	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/cyber-security-technologist-v1-0	10/05/2016
502	Health and science	Healthcare science assistant	ST0218	Approved for delivery	2	5000	12	0	Academy for Healthcare Science (AHCS)	https://www.instituteforapprenticeships.org/apprenticeship-standards/healthcare-science-assistant-v1-0	10/05/2016
503	Engineering and manufacturing	Engineering design and draughtsperson	ST0164	Approved for delivery	3	24000	42	1	Engineering Construction Industry Training Board (ECITB)	https://www.instituteforapprenticeships.org/apprenticeship-standards/engineering-design-and-draughtsperson-v1-1	07/05/2019
504	Catering and hospitality	Commis chef	ST0228	Approved for delivery	2	8000	12	0	People 1st International	https://www.instituteforapprenticeships.org/apprenticeship-standards/commis-chef-v1-1	04/03/2019
505	Engineering and manufacturing	General welder (arc processes)	ST0349	Approved for delivery	2	9000	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/general-welder-(arc-processes)-v1-0	27/04/2016
506	Engineering and manufacturing	Multi-positional welder (arc processes)	ST0350	Retired	3	12000	38	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/multi-positional-welder-(arc-processes)-v1-0	27/04/2016
507	Catering and hospitality	Hospitality team member	ST0233	Approved for delivery	2	4000	12	1	People 1st International	https://www.instituteforapprenticeships.org/apprenticeship-standards/hospitality-team-member-v1-1	04/03/2019
508	Digital	Software tester	ST0129	Approved for delivery	4	18000	24	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/software-tester-v1-0	21/04/2016
509	Engineering and manufacturing	Rail engineering advanced technician	ST0316	Approved for delivery	4	27000	48	1	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/rail-engineering-advanced-technician-v1-0	19/04/2016
510	Engineering and manufacturing	Rail engineering technician	ST0318	Approved for delivery	3	24000	36	1	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/rail-engineering-technician-v1-1	19/04/2016
511	Engineering and manufacturing	Rail engineering operative	ST0317	Approved for delivery	2	12000	12	1	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/rail-engineering-operative-v1-0	19/04/2016
512	Transport and logistics	Aviation ground specialist	ST0038	Approved for delivery	3	6000	18	1	People 1st International	https://www.instituteforapprenticeships.org/apprenticeship-standards/aviation-ground-specialist-v1-2	03/10/2018
513	Transport and logistics	Aviation ground operative	ST0037	Approved for delivery	2	3000	12	1	People 1st International	https://www.instituteforapprenticeships.org/apprenticeship-standards/aviation-ground-operative-v1-0	14/04/2016
514	Business and administration	Junior management consultant	ST0273	Approved for delivery	4	9000	24	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/junior-management-consultant-v1-0	06/04/2016
515	Creative and design	Junior 2D artist (visual effects)	ST0347	Approved for delivery	4	9000	18	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/junior-2d-artist-(visual-effects)-v1-0	06/04/2016
516	Creative and design	Assistant technical director (visual effects)	ST0346	Approved for delivery	4	9000	18	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/assistant-technical-director-(visual-effects)-v1-0	06/04/2016
517	Construction	Building services engineering installer	ST0065	Approved for delivery	2	12000	24	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/building-services-engineering-installer-v1-0	24/03/2016
518	Sales, marketing and procurement	Digital marketer	ST0122	Approved for delivery	3	11000	18	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/digital-marketer-v1-1	04/03/2019
519	Digital	Cyber intrusion analyst	ST0114	Approved for delivery	4	18000	24	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/cyber-intrusion-analyst-v1-0	23/03/2016
520	Digital	Data analyst	ST0118	Approved for delivery	4	15000	24	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/data-analyst-v1-0	23/03/2016
521	Digital	Unified communications trouble shooter	ST0131	Approved for delivery	4	18000	24	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/unified-communications-trouble-shooter-v1-0	23/03/2016
522	Digital	Infrastructure technician	ST0125	Approved for delivery	3	15000	12	0	National Skills Academy for Rail (NSAR)	https://www.instituteforapprenticeships.org/apprenticeship-standards/infrastructure-technician-v1-0	23/03/2016
523	Legal, finance and accounting	Credit controller and collector	ST0176	Approved for delivery	2	5000	12	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/credit-controller-and-collector-v1-0	10/03/2016
524	Engineering and manufacturing	Boatbuilder	ST0059	Approved for delivery	3	27000	48	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/boatbuilder-v1-0	25/02/2016
525	Creative and design	Outside broadcasting engineer (integrated degree)	ST0342	Approved for delivery	7	9000	12	0	TBC - Quality Assurance Agency (QAA)	https://www.instituteforapprenticeships.org/apprenticeship-standards/outside-broadcasting-engineer-(integrated-degree)-v1-0	18/02/2016
526	Construction	Gas engineering operative	ST0155	Approved for delivery	3	22000	18	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/gas-engineering-operative-v1-1	01/07/2019
527	Creative and design	Bespoke tailor and cutter	ST0055	Approved for delivery	5	15000	24	1	UK Fashion & Textile Association (UKFT)	https://www.instituteforapprenticeships.org/apprenticeship-standards/bespoke-tailor-and-cutter-v1-0	03/02/2016
528	Agriculture, environmental and animal care	Land-based service engineer	ST0242	Approved for delivery	2	18000	18	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/land-based-service-engineer-v1-0	23/12/2015
529	Creative and design	Live event rigger	ST0256	Approved for delivery	3	9000	36	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/live-event-rigger-v1-0	23/12/2015
530	Agriculture, environmental and animal care	Land-based service engineering technician	ST0243	Approved for delivery	3	21000	36	0	Ofqual	https://www.instituteforapprenticeships.org/apprenticeship-standards/land-based-service-engineering-technician-v1-1	10/05/2018
531	Engineering and manufacturing	Non-destructive testing engineering technician	ST0288	Approved for delivery	3	18000	36	0	Institute for Apprenticeships and Technical Education	https://www.instituteforapprenticeships.org/apprenticeship-standards/non-destructive-testing-engineering-technician-v1-0	01/12/2015
